"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","331","Update course","LMS service","Mon Mar 09 16:37:08 UTC 2026","passed","Mon Mar 09 16:37:08 UTC 2026","Update entity","Courses","",""
"","61","Create course","LMS service","Mon Mar 09 16:37:08 UTC 2026","passed","Mon Mar 09 16:37:08 UTC 2026","Create entity","Courses","",""
"","306","Get exercise","LMS service","Mon Mar 09 16:37:10 UTC 2026","passed","Mon Mar 09 16:37:10 UTC 2026","Get entity","Exercises","",""
"","263","Create file with empty filename","LMS service","Mon Mar 09 16:37:14 UTC 2026","passed","Mon Mar 09 16:37:14 UTC 2026","Validate entity","Files","",""
"","43","Delete exercise","LMS service","Mon Mar 09 16:37:12 UTC 2026","passed","Mon Mar 09 16:37:12 UTC 2026","Delete entity","Exercises","",""
"","0","Successful refresh token","LMS service","Mon Mar 09 16:37:07 UTC 2026","skipped","Mon Mar 09 16:37:07 UTC 2026","Refresh token","Authentication","",""
"","1114","Create user","tests.users","Mon Mar 09 16:37:15 UTC 2026","passed","Mon Mar 09 16:37:16 UTC 2026","TestUsers","test_users","",""
"","306","Get course","LMS service","Mon Mar 09 16:37:11 UTC 2026","passed","Mon Mar 09 16:37:11 UTC 2026","Get entity","Courses","",""
"","570","Get file","LMS service","Mon Mar 09 16:37:14 UTC 2026","passed","Mon Mar 09 16:37:15 UTC 2026","Get entity","Files","",""
"","46","Create file","LMS service","Mon Mar 09 16:37:12 UTC 2026","passed","Mon Mar 09 16:37:12 UTC 2026","Create entity","Files","",""
"","260","Get user me","tests.users","Mon Mar 09 16:37:18 UTC 2026","passed","Mon Mar 09 16:37:18 UTC 2026","TestUsers","test_users","",""
"","279","Create file with empty directory","LMS service","Mon Mar 09 16:37:15 UTC 2026","passed","Mon Mar 09 16:37:15 UTC 2026","Validate entity","Files","",""
"","553","Update user","tests.users","Mon Mar 09 16:37:16 UTC 2026","passed","Mon Mar 09 16:37:17 UTC 2026","TestUsers","test_users","",""
"","272","Get user","tests.users","Mon Mar 09 16:37:17 UTC 2026","passed","Mon Mar 09 16:37:17 UTC 2026","TestUsers","test_users","",""
"","44","Get courses","LMS service","Mon Mar 09 16:37:10 UTC 2026","passed","Mon Mar 09 16:37:10 UTC 2026","Get entities","Courses","",""
"","298","Delete user","tests.users","Mon Mar 09 16:37:18 UTC 2026","passed","Mon Mar 09 16:37:19 UTC 2026","TestUsers","test_users","",""
"","1099","Create user","tests.users","Mon Mar 09 16:37:15 UTC 2026","passed","Mon Mar 09 16:37:16 UTC 2026","TestUsers","test_users","",""
"","46","Update exercise","LMS service","Mon Mar 09 16:37:12 UTC 2026","passed","Mon Mar 09 16:37:12 UTC 2026","Update entity","Exercises","",""
"","39","Get exercises","LMS service","Mon Mar 09 16:37:12 UTC 2026","passed","Mon Mar 09 16:37:12 UTC 2026","Get entities","Exercises","",""
"","519","Create user","tests.users","Mon Mar 09 16:37:14 UTC 2026","passed","Mon Mar 09 16:37:15 UTC 2026","TestUsers","test_users","",""
"","30","Delete file","LMS service","Mon Mar 09 16:37:17 UTC 2026","passed","Mon Mar 09 16:37:17 UTC 2026","Delete entity","Files","",""
"","566","Login with correct email and password","LMS service","Mon Mar 09 16:37:06 UTC 2026","passed","Mon Mar 09 16:37:07 UTC 2026","Login","Authentication","",""
"","33","Create exercise","LMS service","Mon Mar 09 16:37:10 UTC 2026","passed","Mon Mar 09 16:37:10 UTC 2026","Create entity","Exercises","",""
"","321","Delete course","LMS service","Mon Mar 09 16:37:08 UTC 2026","passed","Mon Mar 09 16:37:08 UTC 2026","Delete entity","Courses","",""
"","547","Create file with incorrect file id","LMS service","Mon Mar 09 16:37:14 UTC 2026","passed","Mon Mar 09 16:37:15 UTC 2026","Validate entity","Files","",""
